N,X,Y,Z,Time,Jitter,Time Calculated,Sender
597,-1.024,-0.002,0.001,1653088520.75007,0.009592151641840019,1653088520.740478,20.0
598,-1.025,-0.002,0.002,1653088520.952659,0.012180948257437763,1653088520.9404778,20.0
599,-1.024,-0.002,0.001,1653088521.153694,0.013215970993030624,1653088521.140478,20.0
600,-1.025,-0.002,0.001,1653088521.356625,0.016147136688232422,1653088521.340478,20.0
601,-1.024,-0.002,0.002,1653088521.537803,-0.002675008773806553,1653088521.540478,20.0
602,-1.024,-0.002,0.002,1653088521.737909,-0.0025688648223933797,1653088521.740478,20.0
603,-1.025,-0.002,0.002,1653088521.942592,0.0021139621734533875,1653088521.9404778,20.0
604,-1.024,-0.002,0.002,1653088522.143521,0.0030431270599251548,1653088522.140478,20.0
605,-1.024,-0.002,0.002,1653088522.347378,0.00690007209777832,1653088522.340478,20.0
606,-1.025,-0.002,0.002,1653088522.550236,0.009758043289181728,1653088522.540478,20.0
607,-1.025,-0.002,0.002,1653088522.752236,0.011757946014398613,1653088522.740478,20.0
608,-1.024,-0.002,0.002,1653088522.953121,0.01264300346373659,1653088522.9404778,20.0
609,-1.025,-0.002,0.002,1653088523.157213,0.016735029220569686,1653088523.140478,20.0
610,-1.024,-0.002,0.001,1653088523.338088,-0.0023899078369140625,1653088523.340478,20.0
611,-1.025,-0.002,0.002,1653088523.53898,-0.001497936248782139,1653088523.540478,20.0
612,-1.025,-0.002,0.001,1653088523.74151,0.0010319709777775188,1653088523.740478,20.0
613,-1.024,-0.002,0.002,1653088523.942775,0.0022970676422033875,1653088523.9404778,20.0
614,-1.024,-0.002,0.002,1653088524.145779,0.005300951004016952,1653088524.140478,20.0
615,-1.024,-0.002,0.002,1653088524.348775,0.008296966552734375,1653088524.340478,20.0
616,-1.024,-0.002,0.002,1653088524.552339,0.011861133575436611,1653088524.540478,20.0
617,-1.024,-0.002,0.002,1653088524.755256,0.014777994155878105,1653088524.740478,20.0
618,-1.024,-0.002,0.002,1653088524.956882,0.01640405654906374,1653088524.9404778,20.0
619,-1.024,-0.002,0.002,1653088525.134933,-0.005544948577892228,1653088525.140478,20.0
620,-1.024,-0.002,0.002,1653088525.339245,-0.0012328624725341797,1653088525.340478,20.0
621,-1.0230000000000001,-0.002,0.002,1653088525.542332,0.0018539905548067281,1653088525.540478,20.0
622,-1.024,-0.002,0.002,1653088525.745131,0.00465307235717205,1653088525.740478,20.0
623,-1.024,-0.002,0.002,1653088525.946422,0.005944156646719989,1653088525.9404778,20.0
624,-1.024,-0.002,0.001,1653088526.149646,0.009168100357044295,1653088526.140478,20.0
625,-1.024,-0.002,0.002,1653088526.352298,0.011820077896118164,1653088526.340478,20.0
626,-1.024,-0.002,0.002,1653088526.554254,0.013776111602780361,1653088526.540478,20.0
627,-1.024,-0.002,0.002,1653088526.756741,0.016263103485101738,1653088526.740478,20.0
628,-1.024,-0.002,0.002,1653088526.93674,-0.003738021850594464,1653088526.9404778,20.0
629,-1.024,-0.002,0.001,1653088527.13944,-0.0010378837585562906,1653088527.140478,20.0
630,-1.024,-0.002,0.002,1653088527.34225,0.001772165298461914,1653088527.340478,20.0
631,-1.024,-0.002,0.002,1653088527.545308,0.004830169677731533,1653088527.540478,20.0
632,-1.024,-0.002,0.002,1653088527.745699,0.005220985412591972,1653088527.740478,20.0
633,-1.024,-0.002,0.002,1653088527.948197,0.00771894454955202,1653088527.9404778,20.0
634,-1.024,-0.002,0.001,1653088528.150692,0.01021404266356285,1653088528.140478,20.0
635,-1.0230000000000001,-0.002,0.002,1653088528.353192,0.012714147567749023,1653088528.340478,20.0
636,-1.024,-0.002,0.002,1653088528.557119,0.016640949249264736,1653088528.540478,20.0
637,-1.024,-0.002,0.002,1653088528.735458,-0.005020046234136544,1653088528.740478,20.0
638,-1.024,-0.002,0.002,1653088528.938945,-0.0015328884124841125,1653088528.9404778,20.0
639,-1.024,-0.002,0.001,1653088529.140704,0.00022597312926109225,1653088529.140478,20.0
640,-1.024,-0.002,0.002,1653088529.345243,0.004765033721923828,1653088529.340478,20.0
641,-1.024,-0.002,0.002,1653088529.546099,0.005621004104597205,1653088529.540478,20.0
642,-1.024,-0.002,0.002,1653088529.749142,0.008663988113397636,1653088529.740478,20.0
643,-1.024,-0.002,0.002,1653088529.951288,0.010810041427617989,1653088529.9404778,20.0
644,-1.024,-0.002,0.001,1653088530.153108,0.012629938125598983,1653088530.140478,20.0
645,-1.024,-0.002,0.002,1653088530.355977,0.015499114990234375,1653088530.340478,20.0
646,-1.0230000000000001,-0.002,0.002,1653088530.537246,-0.003231954574602014,1653088530.540478,20.0
647,-1.024,-0.002,0.002,1653088530.739749,-0.0007289886474666218,1653088530.740478,20.0
648,-1.024,-0.002,0.002,1653088530.94256,0.002082014083867989,1653088530.9404778,20.0
649,-1.024,-0.002,0.002,1653088531.143599,0.0031210899352913657,1653088531.140478,20.0
650,-1.024,-0.002,0.002,1653088531.347209,0.0067310333251953125,1653088531.340478,20.0
651,-1.024,-0.002,0.002,1653088531.550361,0.009882974624616736,1653088531.540478,20.0
652,-1.024,-0.002,0.002,1653088531.752296,0.011818027496332206,1653088531.740478,20.0
653,-1.024,-0.002,0.001,1653088531.955172,0.014694118499761544,1653088531.9404778,20.0
654,-1.024,-0.002,0.002,1653088532.15632,0.015842151641834334,1653088532.140478,20.0
655,-1.024,-0.002,0.002,1653088532.336347,-0.004130840301513672,1653088532.340478,20.0
656,-1.024,-0.002,0.001,1653088532.538847,-0.0016309738159350218,1653088532.540478,20.0
657,-1.024,-0.002,0.001,1653088532.742148,0.0016699790954533,1653088532.740478,20.0
658,-1.024,-0.002,0.002,1653088532.944644,0.004166030883794747,1653088532.9404778,20.0
659,-1.0230000000000001,-0.002,0.001,1653088533.147196,0.006718111038196639,1653088533.140478,20.0
660,-1.024,-0.002,0.001,1653088533.348857,0.008378982543945312,1653088533.340478,20.0
661,-1.024,-0.002,0.002,1653088533.552302,0.011823940277082556,1653088533.540478,20.0
662,-1.024,-0.002,0.002,1653088533.754584,0.014106130599969902,1653088533.740478,20.0
663,-1.024,-0.002,0.002,1653088533.956712,0.016234064102178536,1653088533.9404778,20.0
664,-1.024,-0.002,0.002,1653088534.137184,-0.0032940387725943765,1653088534.140478,20.0
665,-1.024,-0.002,0.002,1653088534.340253,-0.00022482872009277344,1653088534.340478,20.0
666,-1.024,-0.002,0.002,1653088534.541734,0.0012560367584057985,1653088534.540478,20.0
667,-1.024,-0.002,0.002,1653088534.744237,0.0037590026855411907,1653088534.740478,20.0
668,-1.024,-0.002,0.002,1653088534.945839,0.005360984802251778,1653088534.9404778,20.0
669,-1.024,-0.002,0.002,1653088535.148592,0.008114051818836288,1653088535.140478,20.0
670,-1.024,-0.002,0.002,1653088535.350791,0.010313034057617188,1653088535.340478,20.0
671,-1.024,-0.003,0.002,1653088535.55344,0.012962150573713416,1653088535.540478,20.0
672,-1.024,-0.001,0.002,1653088535.757819,0.0173409938812199,1653088535.740478,20.0
673,-1.025,-0.002,0.002,1653088535.937163,-0.0033148288726749797,1653088535.9404778,20.0
674,-1.024,-0.002,0.002,1653088536.139616,-0.0008619308471793374,1653088536.140478,20.0
675,-1.025,-0.002,0.002,1653088536.341194,0.0007159709930419922,1653088536.340478,20.0
676,-1.024,-0.002,0.002,1653088536.544947,0.004468965530378455,1653088536.540478,20.0
677,-1.024,-0.002,0.002,1653088536.746172,0.005694007873529472,1653088536.740478,20.0
678,-1.025,-0.002,0.002,1653088536.95034,0.009862089157110177,1653088536.9404778,20.0
679,-1.024,-0.002,0.001,1653088537.152566,0.012088012695301131,1653088537.140478,20.0
680,-1.024,-0.002,0.001,1653088537.355076,0.01459813117980957,1653088537.340478,20.0
681,-1.025,-0.002,0.002,1653088537.557301,0.01682310104368412,1653088537.540478,20.0
682,-1.024,-0.002,0.002,1653088537.737595,-0.0028828620910701375,1653088537.740478,20.0
683,-1.025,-0.002,0.002,1653088537.938461,-0.0020168781280460735,1653088537.9404778,20.0
684,-1.025,-0.002,0.002,1653088538.142688,0.0022100925445442954,1653088538.140478,20.0
685,-1.024,-0.002,0.002,1653088538.343852,0.0033740997314453125,1653088538.340478,20.0
686,-1.025,-0.002,0.001,1653088538.545674,0.00519614219663822,1653088538.540478,20.0
687,-1.025,-0.002,0.002,1653088538.747978,0.007500028610223808,1653088538.740478,20.0
688,-1.024,-0.002,0.002,1653088538.951396,0.010918045043950997,1653088538.9404778,20.0
689,-1.025,-0.002,0.002,1653088539.154935,0.014456939697254256,1653088539.140478,20.0
690,-1.025,-0.002,0.002,1653088539.356265,0.015787124633789062,1653088539.340478,20.0
691,-1.024,-0.002,0.002,1653088539.537246,-0.003231954574602014,1653088539.540478,20.0
692,-1.024,-0.002,0.002,1653088539.73925,-0.0012279987335261922,1653088539.740478,20.0
693,-1.024,-0.002,0.002,1653088539.942843,0.0023650169372615437,1653088539.9404778,20.0
694,-1.024,-0.002,0.002,1653088540.144985,0.0045070171356087485,1653088540.140478,20.0
695,-1.025,-0.002,0.001,1653088540.346583,0.006104946136474609,1653088540.340478,20.0
696,-1.024,-0.002,0.002,1653088540.548718,0.008240032196027869,1653088540.540478,20.0
697,-1.024,-0.002,0.002,1653088540.75236,0.011882162094110527,1653088540.740478,20.0
698,-1.024,-0.002,0.002,1653088540.953161,0.012683057785039864,1653088540.9404778,20.0
699,-1.024,-0.002,0.002,1653088541.155657,0.015179109573352889,1653088541.140478,20.0
700,-1.024,-0.002,0.002,1653088541.338164,-0.002313852310180664,1653088541.340478,20.0
701,-1.024,-0.002,0.002,1653088541.538624,-0.0018538951873949827,1653088541.540478,20.0
702,-1.024,-0.002,0.002,1653088541.741515,0.0010369777679386516,1653088541.740478,20.0
703,-1.024,-0.002,0.002,1653088541.943814,0.0033360958099422078,1653088541.9404778,20.0
704,-1.024,-0.002,0.002,1653088542.146954,0.006476116180408553,1653088542.140478,20.0
705,-1.025,-0.002,0.001,1653088542.349453,0.008975028991699219,1653088542.340478,20.0
706,-1.024,-0.002,0.002,1653088542.551521,0.01104311943052494,1653088542.540478,20.0
707,-1.024,-0.002,0.002,1653088542.753596,0.013118124008173027,1653088542.740478,20.0
708,-1.024,-0.002,0.002,1653088542.956185,0.015707159042364083,1653088542.9404778,20.0
709,-1.024,-0.002,0.002,1653088543.13815,-0.0023279666900748452,1653088543.140478,20.0
710,-1.024,-0.002,0.002,1653088543.339812,-0.0006659030914306641,1653088543.340478,20.0
711,-1.024,-0.002,0.002,1653088543.542549,0.002070951461774939,1653088543.540478,20.0
712,-1.024,-0.002,0.002,1653088543.745562,0.005084133148187675,1653088543.740478,20.0
713,-1.024,-0.002,0.001,1653088543.94601,0.0055321693420467,1653088543.9404778,20.0
714,-1.024,-0.002,0.002,1653088544.148623,0.00814504623411949,1653088544.140478,20.0
715,-1.024,-0.002,0.002,1653088544.350867,0.010389089584350586,1653088544.340478,20.0
716,-1.024,-0.002,0.002,1653088544.554804,0.014326143264753455,1653088544.540478,20.0
717,-1.024,-0.002,0.002,1653088544.757478,0.017000055313104667,1653088544.740478,20.0
718,-1.024,-0.002,0.001,1653088544.936787,-0.0036910533904972453,1653088544.9404778,20.0
719,-1.024,-0.002,0.002,1653088545.140115,-0.0003629207611197671,1653088545.140478,20.0
720,-1.024,-0.002,0.002,1653088545.342551,0.002073049545288086,1653088545.340478,20.0
721,-1.024,-0.002,0.002,1653088545.544855,0.004377174377424353,1653088545.540478,20.0
722,-1.024,-0.002,0.002,1653088545.746874,0.0063961505889835735,1653088545.740478,20.0
723,-1.024,-0.002,0.002,1653088545.950025,0.009547138214117012,1653088545.9404778,20.0
724,-1.024,-0.002,0.002,1653088546.15031,0.009832096099842147,1653088546.140478,20.0
725,-1.024,-0.002,0.001,1653088546.352812,0.012334108352661133,1653088546.340478,20.0
726,-1.024,-0.002,0.002,1653088546.557591,0.01711301803587162,1653088546.540478,20.0
727,-1.024,-0.002,0.001,1653088546.759453,0.01897511482238201,1653088546.740478,20.0
728,-1.024,-0.002,0.002,1653088546.939405,-0.0010729789733829875,1653088546.9404778,20.0
729,-1.024,-0.002,0.002,1653088547.141753,0.0012750148773079673,1653088547.140478,20.0
730,-1.024,-0.002,0.002,1653088547.344316,0.003838062286376953,1653088547.340478,20.0
731,-1.024,-0.002,0.002,1653088547.547294,0.006815958023054236,1653088547.540478,20.0
732,-1.024,-0.002,0.002,1653088547.748735,0.008257007598871269,1653088547.740478,20.0
733,-1.024,-0.002,0.002,1653088547.951558,0.01108016967774006,1653088547.9404778,20.0
734,-1.024,-0.002,0.002,1653088548.15549,0.015011978149402694,1653088548.140478,20.0
735,-1.024,-0.002,0.002,1653088548.357406,0.01692795753479004,1653088548.340478,20.0
736,-1.024,-0.002,0.002,1653088548.559062,0.01858406066892826,1653088548.540478,20.0
737,-1.024,-0.002,0.002,1653088548.739996,-0.0004819869995174031,1653088548.740478,20.0
738,-1.024,-0.002,0.002,1653088548.94234,0.0018619537353572468,1653088548.9404778,20.0
739,-1.024,-0.002,0.001,1653088549.143289,0.0028111457824593344,1653088549.140478,20.0
740,-1.025,-0.002,0.002,1653088549.346065,0.005587100982666016,1653088549.340478,20.0
741,-1.024,-0.002,0.002,1653088549.550174,0.009696054458601111,1653088549.540478,20.0
742,-1.024,-0.002,0.001,1653088549.751241,0.010763025283807792,1653088549.740478,20.0
743,-1.024,-0.002,0.002,1653088549.953303,0.012825155258184395,1653088549.9404778,20.0
744,-1.024,-0.002,0.002,1653088550.157458,0.016980123519886092,1653088550.140478,20.0
745,-1.024,-0.002,0.001,1653088550.359952,0.019474029541015625,1653088550.340478,20.0
746,-1.024,-0.002,0.002,1653088550.539942,-0.0005359172821215452,1653088550.540478,20.0
747,-1.024,-0.002,0.002,1653088550.742342,0.001864051818841972,1653088550.740478,20.0
748,-1.024,-0.002,0.001,1653088550.944753,0.004274988174444161,1653088550.9404778,20.0
749,-1.024,-0.002,0.002,1653088551.145908,0.0054301738738899985,1653088551.140478,20.0
750,-1.024,-0.002,0.001,1653088551.350183,0.009705066680908203,1653088551.340478,20.0
751,-1.024,-0.002,0.001,1653088551.551975,0.011497068405134314,1653088551.540478,20.0
752,-1.024,-0.002,0.002,1653088551.753552,0.013074016571039238,1653088551.740478,20.0
753,-1.024,-0.002,0.001,1653088551.955651,0.015173101425176583,1653088551.9404778,20.0
754,-1.024,-0.002,0.001,1653088552.157798,0.01732010841368492,1653088552.140478,20.0
755,-1.024,-0.002,0.002,1653088552.338154,-0.0023238658905029297,1653088552.340478,20.0
756,-1.024,-0.002,0.002,1653088552.542846,0.002368021011335486,1653088552.540478,20.0
757,-1.024,-0.002,0.002,1653088552.745654,0.005176162719720878,1653088552.740478,20.0
758,-1.024,-0.001,0.001,1653088552.946266,0.0057879924774226765,1653088552.9404778,20.0
759,-1.024,-0.002,0.002,1653088553.148107,0.0076291084289437094,1653088553.140478,20.0
760,-1.024,-0.002,0.002,1653088553.352823,0.012345075607299805,1653088553.340478,20.0
761,-1.024,-0.003,0.002,1653088553.554629,0.014151144027692908,1653088553.540478,20.0
762,-1.026,-0.002,0.001,1653088553.757229,0.016751146316522636,1653088553.740478,20.0
763,-1.025,-0.002,0.001,1653088553.959608,0.019130134582525216,1653088553.9404778,20.0
764,-1.025,-0.002,0.001,1653088554.140138,-0.0003400325775260171,1653088554.140478,20.0
765,-1.025,-0.001,0.001,1653088554.342946,0.002468109130859375,1653088554.340478,20.0
766,-1.024,-0.002,0.001,1653088554.543413,0.0029349803924390017,1653088554.540478,20.0
767,-1.024,-0.002,0.002,1653088554.747434,0.006955957412714042,1653088554.740478,20.0
768,-1.024,-0.002,0.002,1653088554.949732,0.00925412178037277,1653088554.9404778,20.0
769,-1.024,-0.002,0.001,1653088555.15145,0.010971975326526717,1653088555.140478,20.0
770,-1.024,-0.002,0.002,1653088555.354614,0.014136075973510742,1653088555.340478,20.0
771,-1.024,-0.002,0.002,1653088555.557731,0.017252969741804236,1653088555.540478,20.0
772,-1.024,-0.002,0.002,1653088555.75935,0.018872117996210136,1653088555.740478,20.0
773,-1.0230000000000001,-0.002,0.002,1653088555.940457,-2.083778383621393e-05,1653088555.9404778,20.0
774,-1.024,-0.002,0.002,1653088556.142561,0.0020830154418831626,1653088556.140478,20.0
775,-1.024,-0.002,0.001,1653088556.345377,0.004899024963378906,1653088556.340478,20.0
776,-1.024,-0.002,0.002,1653088556.547523,0.007045078277570838,1653088556.540478,20.0
777,-1.024,-0.002,0.001,1653088556.749659,0.009181118011468925,1653088556.740478,20.0
778,-1.024,-0.002,0.002,1653088556.952336,0.011858129501320036,1653088556.9404778,20.0
779,-1.024,-0.002,0.002,1653088557.154621,0.014142942428577499,1653088557.140478,20.0
780,-1.024,-0.002,0.001,1653088557.358022,0.017544031143188477,1653088557.340478,20.0
781,-1.024,-0.002,0.002,1653088557.560327,0.01984910964964115,1653088557.540478,20.0
782,-1.024,-0.002,0.001,1653088557.739549,-0.0009290218353328328,1653088557.740478,20.0
783,-1.024,-0.002,0.002,1653088557.941583,0.0011049747466813642,1653088557.9404778,20.0
784,-1.024,-0.002,0.002,1653088558.144237,0.003759098052967147,1653088558.140478,20.0
785,-1.024,-0.002,0.001,1653088558.347467,0.006989002227783203,1653088558.340478,20.0
786,-1.024,-0.002,0.002,1653088558.549482,0.009004163742048377,1653088558.540478,20.0
787,-1.024,-0.002,0.001,1653088558.75036,0.009882068634027519,1653088558.740478,20.0
788,-1.024,-0.002,0.002,1653088558.95536,0.014881992340065153,1653088558.9404778,20.0
789,-1.024,-0.002,0.002,1653088559.15739,0.016912174224842147,1653088559.140478,20.0
790,-1.024,-0.002,0.002,1653088559.360313,0.01983499526977539,1653088559.340478,20.0
791,-1.024,-0.002,0.001,1653088559.53982,-0.0006579875946215452,1653088559.540478,20.0
792,-1.024,-0.002,0.002,1653088559.741788,0.0013099670410099407,1653088559.740478,20.0
793,-1.024,-0.002,0.002,1653088559.943281,0.0028029918670426923,1653088559.9404778,20.0
794,-1.024,-0.002,0.001,1653088560.148046,0.0075680732726937094,1653088560.140478,20.0
795,-1.024,-0.002,0.002,1653088560.348649,0.00817108154296875,1653088560.340478,20.0
796,-1.024,-0.002,0.001,1653088560.55247,0.011992025375349158,1653088560.540478,20.0
797,-1.024,-0.002,0.001,1653088560.753742,0.013264036178583183,1653088560.740478,20.0
798,-1.024,-0.002,0.002,1653088560.957691,0.01721301078794113,1653088560.9404778,20.0
799,-1.024,-0.002,0.002,1653088561.159425,0.018947076797473983,1653088561.140478,20.0
800,-1.024,-0.002,0.002,1653088561.338934,-0.0015439987182617188,1653088561.340478,20.0
801,-1.025,-0.002,0.001,1653088561.542653,0.002175140380842322,1653088561.540478,20.0
802,-1.024,-0.002,0.001,1653088561.743278,0.0028000831603947063,1653088561.740478,20.0
803,-1.024,-0.002,0.002,1653088561.947527,0.007048988342262419,1653088561.9404778,20.0
804,-1.024,-0.001,0.002,1653088562.148953,0.008475017547596053,1653088562.140478,20.0
805,-1.024,-0.002,0.001,1653088562.35185,0.011372089385986328,1653088562.340478,20.0
806,-1.024,-0.002,0.002,1653088562.553922,0.013443994522077674,1653088562.540478,20.0
807,-1.024,-0.002,0.002,1653088562.756156,0.015678024291986503,1653088562.740478,20.0
808,-1.024,-0.002,0.002,1653088562.960652,0.020174169540382536,1653088562.9404778,20.0
809,-1.024,-0.002,0.002,1653088563.140048,-0.0004299163818473062,1653088563.140478,20.0
810,-1.024,-0.002,0.002,1653088563.342596,0.0021181106567382812,1653088563.340478,20.0
811,-1.024,-0.002,0.001,1653088563.544973,0.004494953155500525,1653088563.540478,20.0
812,-1.024,-0.002,0.001,1653088563.747434,0.006955957412714042,1653088563.740478,20.0
813,-1.024,-0.002,0.001,1653088563.948184,0.007706069946266325,1653088563.9404778,20.0
814,-1.024,-0.002,0.002,1653088564.152484,0.012005996704090194,1653088564.140478,20.0
815,-1.024,-0.002,0.002,1653088564.353081,0.012603044509887695,1653088564.340478,20.0
816,-1.024,-0.001,0.001,1653088564.55775,0.01727204322813236,1653088564.540478,20.0
817,-1.024,-0.002,0.002,1653088564.760659,0.020181035995477714,1653088564.740478,20.0
818,-1.024,-0.002,0.002,1653088564.937912,-0.0025659561157453936,1653088564.9404778,20.0
819,-1.024,-0.002,0.001,1653088565.142003,0.0015251159667855063,1653088565.140478,20.0
820,-1.024,-0.002,0.002,1653088565.345199,0.004721164703369141,1653088565.340478,20.0
821,-1.024,-0.002,0.002,1653088565.547568,0.007090139389021033,1653088565.540478,20.0
822,-1.024,-0.002,0.002,1653088565.74867,0.008192157745355644,1653088565.740478,20.0
823,-1.025,-0.002,0.002,1653088565.951938,0.011459970474220427,1653088565.9404778,20.0
824,-1.025,-0.002,0.002,1653088566.153742,0.013264131546009139,1653088566.140478,20.0
825,-1.0230000000000001,-0.002,0.002,1653088566.356899,0.016421079635620117,1653088566.340478,20.0
826,-1.0230000000000001,-0.002,0.002,1653088566.560067,0.019588994979841345,1653088566.540478,20.0
827,-1.025,-0.002,0.001,1653088566.738974,-0.0015038490295467,1653088566.740478,20.0
828,-1.024,-0.002,0.001,1653088566.943036,0.0025581359863053876,1653088566.9404778,20.0
829,-1.024,-0.002,0.002,1653088567.143555,0.0030769824981575766,1653088567.140478,20.0
830,-1.024,-0.002,0.001,1653088567.34754,0.007061958312988281,1653088567.340478,20.0
831,-1.024,-0.002,0.001,1653088567.549425,0.008946943283064002,1653088567.540478,20.0
832,-1.024,-0.002,0.002,1653088567.752894,0.012415981292718925,1653088567.740478,20.0
833,-1.024,-0.002,0.002,1653088567.955461,0.014983081817604216,1653088567.9404778,20.0
834,-1.024,-0.002,0.002,1653088568.157631,0.017152976989734725,1653088568.140478,20.0
835,-1.0230000000000001,-0.002,0.002,1653088568.359975,0.019497156143188477,1653088568.340478,20.0
836,-1.024,-0.002,0.002,1653088568.54046,-1.78337097338499e-05,1653088568.540478,20.0
837,-1.024,-0.002,0.002,1653088568.742957,0.002479171752924003,1653088568.740478,20.0
838,-1.024,-0.002,0.002,1653088568.945194,0.00471606254575363,1653088568.9404778,20.0
839,-1.0230000000000001,-0.002,0.001,1653088569.147564,0.00708599090575035,1653088569.140478,20.0
840,-1.024,-0.002,0.002,1653088569.349788,0.009310007095336914,1653088569.340478,20.0
841,-1.024,-0.002,0.002,1653088569.552664,0.01218609809873783,1653088569.540478,20.0
842,-1.024,-0.002,0.002,1653088569.755107,0.014628982543939628,1653088569.740478,20.0
843,-1.025,-0.002,0.002,1653088569.957108,0.01663007736203781,1653088569.9404778,20.0
844,-1.024,-0.002,0.002,1653088570.160385,0.019906949996936874,1653088570.140478,20.0
845,-1.025,-0.002,0.002,1653088570.339104,-0.0013740062713623047,1653088570.340478,20.0
846,-1.024,-0.002,0.002,1653088570.542535,0.0020571231841870485,1653088570.540478,20.0
847,-1.024,-0.002,0.002,1653088570.743692,0.0032139778137150188,1653088570.740478,20.0
848,-1.024,-0.002,0.002,1653088570.946393,0.005915069580055388,1653088570.9404778,20.0
849,-1.024,-0.002,0.002,1653088571.150573,0.01009507179259117,1653088571.140478,20.0
850,-1.024,-0.002,0.002,1653088571.353007,0.012529134750366211,1653088571.340478,20.0
851,-1.024,-0.002,0.002,1653088571.555539,0.01506094932554447,1653088571.540478,20.0
852,-1.024,-0.002,0.002,1653088571.758076,0.017598009109491386,1653088571.740478,20.0
853,-1.024,-0.002,0.002,1653088571.960164,0.019686126708961638,1653088571.9404778,20.0
854,-1.024,-0.002,0.002,1653088572.140556,7.81536102181235e-05,1653088572.140478,20.0
855,-1.024,-0.002,0.002,1653088572.342841,0.002362966537475586,1653088572.340478,20.0
856,-1.024,-0.002,0.001,1653088572.543752,0.0032740116119214235,1653088572.540478,20.0
857,-1.024,-0.002,0.002,1653088572.747576,0.0070980548858585735,1653088572.740478,20.0
858,-1.024,-0.002,0.002,1653088572.950007,0.009529018402076872,1653088572.9404778,20.0
859,-1.024,-0.002,0.002,1653088573.153387,0.012909126281726913,1653088573.140478,20.0
860,-1.024,-0.002,0.002,1653088573.35549,0.015012025833129883,1653088573.340478,20.0
861,-1.024,-0.002,0.002,1653088573.558098,0.017620134353620642,1653088573.540478,20.0
862,-1.024,-0.003,0.002,1653088573.760205,0.01972708702086834,1653088573.740478,20.0
863,-1.024,-0.002,0.001,1653088573.962443,0.021965169906593474,1653088573.9404778,20.0
864,-1.025,-0.002,0.002,1653088574.142441,0.0019630908965950766,1653088574.140478,20.0
865,-1.024,-0.002,0.002,1653088574.344944,0.004466056823730469,1653088574.340478,20.0
866,-1.024,-0.002,0.001,1653088574.547836,0.007358121871931189,1653088574.540478,20.0
867,-1.024,-0.002,0.002,1653088574.74999,0.009512042999261894,1653088574.740478,20.0
868,-1.024,-0.002,0.002,1653088574.952509,0.012030982971168669,1653088574.9404778,20.0
869,-1.024,-0.002,0.001,1653088575.155155,0.014677000045764999,1653088575.140478,20.0
870,-1.024,-0.002,0.002,1653088575.35795,0.017472028732299805,1653088575.340478,20.0
871,-1.024,-0.002,0.002,1653088575.560087,0.019609022140485877,1653088575.540478,20.0
872,-1.024,-0.002,0.002,1653088575.778528,0.03805003166198162,1653088575.740478,20.0
873,-1.024,-0.002,0.001,1653088575.943513,0.0030349731445085126,1653088575.9404778,20.0
874,-1.025,-0.002,0.002,1653088576.143541,0.003063154220569686,1653088576.140478,20.0
875,-1.024,-0.002,0.002,1653088576.346043,0.005565166473388672,1653088576.340478,20.0
876,-1.025,-0.002,0.002,1653088576.54859,0.00811200141905033,1653088576.540478,20.0
877,-1.025,-0.002,0.001,1653088576.751391,0.010912990570062675,1653088576.740478,20.0
878,-1.025,-0.002,0.002,1653088576.953894,0.013415956497169645,1653088576.9404778,20.0
879,-1.024,-0.002,0.002,1653088577.15639,0.015912008285511092,1653088577.140478,20.0
880,-1.025,-0.002,0.001,1653088577.358893,0.018414974212646484,1653088577.340478,20.0
881,-1.024,-0.002,0.002,1653088577.561392,0.02091412544248783,1653088577.540478,20.0
882,-1.025,-0.002,0.002,1653088577.780318,0.03984007835387615,1653088577.740478,20.0
883,-1.024,-0.002,0.002,1653088578.580145,0.6396669387817155,1653088577.9404778,20.0
884,-1.024,-0.002,0.002,1653088578.580145,0.4396669387817269,1653088578.140478,20.0
885,-1.024,-0.002,0.002,1653088578.582691,0.24221301078796387,1653088578.340478,20.0
886,-1.024,-0.003,0.002,1653088578.582691,0.042213010787946814,1653088578.540478,20.0
887,-1.024,-0.002,0.002,1653088578.754365,0.013887023925775566,1653088578.740478,20.0
888,-1.024,-0.002,0.002,1653088578.958576,0.01809802055356613,1653088578.9404778,20.0
889,-1.024,-0.002,0.002,1653088579.158983,0.018505048751819686,1653088579.140478,20.0
890,-1.024,-0.002,0.002,1653088579.362738,0.022259950637817383,1653088579.340478,20.0
891,-1.024,-0.002,0.002,1653088579.542885,0.0024071216583081423,1653088579.540478,20.0
892,-1.024,-0.002,0.002,1653088579.743471,0.0029929637908878703,1653088579.740478,20.0
893,-1.024,-0.002,0.002,1653088579.946926,0.006448173522926481,1653088579.9404778,20.0
894,-1.024,-0.002,0.002,1653088580.150983,0.010505151748645858,1653088580.140478,20.0
895,-1.024,-0.002,0.002,1653088580.352836,0.012357950210571289,1653088580.340478,20.0
896,-1.024,-0.002,0.002,1653088580.55524,0.014761972427351111,1653088580.540478,20.0
897,-1.024,-0.002,0.002,1653088580.757917,0.017438983917230644,1653088580.740478,20.0
898,-1.024,-0.002,0.001,1653088580.960577,0.020099067687965544,1653088580.9404778,20.0
899,-1.024,-0.002,0.001,1653088581.162795,0.02231712341307457,1653088581.140478,20.0
900,-1.024,-0.002,0.001,1653088581.34262,0.0021419525146484375,1653088581.340478,20.0
901,-1.024,-0.002,0.001,1653088581.545348,0.004869985580427283,1653088581.540478,20.0
